PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC
32.890258064516125,41.53509677419353,11.705870967741943,12.25987096774194,0.320967741935484,57.276903225806464,-2.750387096774193,-3.3479354838709683,289.06916129032265,78.18522580645161,99606.78683870971
38.879677419354834,47.675548387096754,9.348451612903222,13.908064516129032,0.3187096774193549,55.71793548387096,-3.958838709677421,-1.6301935483870966,291.75200000000007,87.6558064516129,99541.74935483874
39.48180645161291,50.139870967741935,10.11664516129032,12.33477419354839,0.38399999999999923,58.42580645161291,-5.9308387096774196,-5.381225806451612,291.30522580645163,87.17838709677417,99790.3273548387
40.7261935483871,46.45180645161289,8.967225806451612,13.772387096774192,0.38819354838709685,38.052709677419344,-4.694387096774195,-6.228967741935487,289.1625806451612,87.32787096774192,99695.75412903224
38.95632258064517,46.05929032258064,8.322774193548387,15.51864516129032,0.37238709677419374,35.634903225806454,-3.8879999999999986,-4.578451612903225,289.39387096774215,87.08283870967743,99478.68387096775
45.537032258064535,53.75767741935483,8.683032258064522,11.218193548387099,0.40980645161290286,43.50929032258062,-3.3155483870967752,-5.18535483870968,288.7747741935483,87.18290322580648,99568.56780645163
46.48161290322581,52.91548387096774,8.467741935483875,10.732322580645162,0.4323870967741938,48.83483870967742,-3.2307096774193553,-4.164903225806451,289.4812258064516,86.04419354838709,99512.2637419355
57.35129032258065,64.68316129032257,9.437548387096776,11.365225806451612,0.5521290322580646,53.90335483870969,-2.659032258064516,-3.6873548387096777,290.1505806451615,86.85116129032254,99475.87348387096
53.96225806451613,64.24012903225807,10.37322580645161,9.9258064516129,0.6847096774193544,48.33290322580648,-3.64,-5.610774193548382,289.196129032258,84.9087741935484,99560.14845161291
59.97554838709676,74.43174193548383,12.7103870967742,10.344967741935488,0.6613548387096777,53.40058064516128,-4.3086451612903245,-4.920774193548387,289.08064516129036,84.63793548387093,99592.69754838705
85.96696774193546,93.68296774193546,12.924451612903228,13.311290322580648,0.7779354838709678,56.62541935483873,-4.400645161290324,-4.796645161290325,290.3909032258064,86.88864516129033,99616.83574193549
80.96174193548384,84.97529032258068,10.963612903225807,13.243032258064513,0.8080000000000004,53.04690322580647,-3.4847741935483887,-5.587935483870969,290.32941935483876,83.36290322580639,99561.69090322584
55.0465806451613,64.49090322580648,8.992129032258061,8.36161290322581,0.6789032258064513,63.44393548387099,-0.6450322580645161,-3.901806451612903,289.8388387096773,79.80683870967744,99381.43987096773
57.00735483870969,66.44193548387099,8.985548387096777,15.001612903225809,0.7624516129032257,71.70632258064516,-3.550580645161292,-1.6907096774193542,290.8354193548387,73.78251612903225,99477.31851612897
25.042258064516123,33.088258064516126,3.3755483870967744,6.239483870967743,0.2930322580645161,76.03303225806452,-5.29825806451613,-1.3652903225806463,291.8546451612904,77.52574193548386,99643.31974193548
24.901290322580635,34.80116129032259,3.1267741935483873,5.663419354838711,0.2847096774193547,71.5948387096774,-4.579419354838712,-2.3332903225806465,291.71470967741936,83.77161290322574,99763.2241935484
34.61180645161291,46.608580645161275,9.340193548387099,6.997612903225805,0.4081290322580643,83.40735483870968,-5.509741935483872,-4.561935483870968,291.4173548387095,80.0894193548387,99950.20283870967
68.82180645161296,87.65806451612902,15.562193548387102,9.308709677419358,0.7182580645161293,67.98251612903225,-5.50432258064516,-6.033419354838713,289.9523225806453,80.14516129032255,100124.98858064516
40.59993548387096,53.07941935483874,7.21483870967742,6.142774193548388,0.401483870967742,72.37438709677423,-5.1424516129032245,-2.2213548387096775,290.4452258064516,82.80432258064519,99800.20838709678
16.893677419354837,28.352258064516132,1.8645161290322574,7.466258064516132,0.23006451612903242,64.87393548387095,-3.8283870967741955,-0.5589677419354838,292.66367741935494,85.916,99631.30645161291
13.815806451612906,22.961870967741923,1.8094193548387096,5.401548387096772,0.20999999999999994,68.1945806451613,-2.5949677419354846,-1.8624516129032256,293.1530967741936,85.8684516129032,99633.83193548386
17.076516129032257,26.38941935483871,4.24232258064516,9.10141935483871,0.29432258064516137,64.15464516129029,-3.215354838709677,-2.5094193548387116,292.55587096774184,88.00645161290328,99642.63445161293
34.75206451612903,51.89090322580646,9.892709677419361,10.527741935483872,0.5105806451612906,65.08877419354842,-4.1078064516129045,-2.7651612903225806,292.2180645161289,86.33535483870965,99601.6532903226
40.48535483870969,58.93387096774191,6.010516129032257,11.426774193548383,0.5998709677419357,61.893161290322574,-3.10367741935484,-1.73483870967742,292.4507096774195,88.4633548387097,99536.73670967744
