PM2,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC
28.317073170731728,41.97708425720626,17.158902439024406,10.672971175166303,0.5821840354767195,47.911618625277114,1.3357871396895773,-2.418248337028827,268.34166297117497,40.86782705099777,89122.4513082041
36.471452328159636,54.870742793791464,26.86154101995568,16.16447893569845,0.7843126385809268,36.41951219512198,-3.8078159645232894,-2.678791574279381,263.0810643015521,53.26433481152994,90004.69608647439
27.963270509977814,37.11269401330378,23.05299334811529,14.079135254988927,0.684168514412416,40.30151884700665,-2.3745898004434567,-0.9504434589800441,261.0953658536585,45.30617516629712,90361.4002882482
64.17792682926836,80.36666297117515,40.98788248337028,19.25327050997785,0.9006208425720647,33.017960088691815,-1.873980044345899,0.6987583148558756,263.28125277161854,49.10345898004428,89563.48762749443
87.04978935698443,106.11391352549873,46.831474501108644,21.85966740576496,1.0138359201773814,33.01980044345902,-0.3467849223946784,-1.417949002217295,265.5000110864746,45.027350332594274,89379.43522172939
98.20771618625282,114.40175166297125,43.86526607538807,22.42719512195122,1.0826496674057646,31.98427937915746,0.1872949002217297,-0.6032372505543232,266.97252771618616,38.77901330376941,89373.06550997769
84.96670731707319,101.71144124168515,32.190654101995506,18.317039911308207,1.0636696230598672,38.55951219512192,1.2760864745011078,-2.0150886917960107,268.88761640798214,41.76624168514417,89259.16712860316
63.66810421286036,74.76777161862537,24.915820399113024,17.178348115299347,0.8657982261640796,37.86564301552106,0.34617516629711687,-3.2758869179600887,267.8769844789355,40.61222838137473,89605.27486696237
70.18687361419065,87.96172949002217,34.708059866962294,19.755221729490014,1.0665299334811533,37.83141906873612,-0.9706319290465633,1.572694013303769,267.8817849223948,45.14432372505544,89540.4343015521
118.9332705099779,140.4383259423502,47.697361419068734,24.215199556541005,1.3726496674057693,36.94308203991135,1.2613747228381378,1.7419068736141912,270.4902993348117,50.862261640798266,89306.40117516636
60.471241685144165,76.86925720620846,23.090099778270506,12.202450110864737,0.8618514412416907,48.94268292682926,2.786175166297118,-2.188713968957872,271.42984478935693,39.21513303769404,89535.48439024398
72.82584257206207,95.01894678492228,33.550554323725024,17.120909090909088,1.0749334811529945,46.76165188470058,1.3348226164079835,2.749334811529933,272.82562084257194,39.193026607538755,89139.00799334804
105.92284922394676,124.94343680709541,41.67506651884704,18.261252771618608,1.3474168514412388,43.4867184035477,0.10099778270509972,-0.5917516629711747,273.1669401330376,39.71401330376939,88974.40544345905
135.00366962305966,162.31501108647439,48.36039911308204,23.50218403547673,1.5937804878048785,39.21869179600886,-0.01328159645232897,0.4308203991130822,272.76974501108623,41.537117516629756,89261.23118625277
42.24349223946785,69.90458980044357,21.948514412416856,12.552427937915764,0.7780598669623063,45.7858758314856,1.9687139689578714,-2.5022838137472294,271.8096230598667,41.62330376940135,89485.22884700657
38.457439024390276,55.061951219512174,22.59411308203994,15.78118625277162,0.7216297117516616,41.98803769401331,0.07994456762749438,-2.4903436807095316,272.0847671840355,40.73606430155217,89761.17217294923
70.79052106430163,96.01444567627492,39.49076496674056,28.391175166297153,1.1951441241685214,34.52737250554321,-2.6590465631929057,0.5548226164079821,270.0806097560974,50.89740576496678,90203.93064301535
128.2412749445677,160.56907982261643,51.91582039911309,34.562405764966755,1.7196784922394726,35.797616407982254,-0.3741796008869172,2.5395787139689614,272.1137915742794,62.216829268292756,89648.06787139694
173.8217849223944,205.28511086474504,64.7314855875832,34.83506651884703,2.190088691796005,37.81215077605325,-2.765742793791576,2.1318070953436794,273.12439024390255,68.01491130820392,88932.5404101997
123.46687361419069,144.12462305986696,38.58138580931261,23.342416851441243,1.5120731707317077,35.719201773835884,0.270875831485587,-1.8048558758314848,270.4273503325945,74.43646341463413,89242.0079046564
36.29044345898004,44.230044345898,20.652494456762728,13.71888026607538,0.7005210643015507,43.91115299334809,0.9097450110864743,-2.960798226164076,270.3587583148559,56.98864745011092,89575.2747450112
59.28008869179604,68.19296008869175,27.65495565410198,19.041341463414646,0.8198558758314842,43.361097560975566,0.6893680709534377,-0.2644235033259429,270.42001108647423,62.688924611973334,89538.4154101996
49.67614190687365,58.808337028824894,18.644900221729486,15.730421286031065,0.7907982261640798,50.73579822616409,4.081441241685143,-1.737860310421284,273.28560975609753,49.99211751662967,89145.66949002216
14.130709534368073,21.52475609756099,11.349800443458983,9.118614190687369,0.49231707317073214,56.24046563192907,2.622960088691794,-3.3553436807095345,270.8210643015521,38.10232815964521,89589.7171064301
24.37093126385808,32.8100776053215,16.003525498891356,12.676152993348119,0.6587694013303815,51.30067627494453,3.5909312638580952,-2.0535144124168507,273.9537250554321,29.804767184035473,89279.96621951216
28.796485587583156,40.032283813747235,17.899312638580927,15.198747228381372,0.7189246119733939,45.05634146341466,1.4600443458980055,-2.875509977827051,274.3828492239472,30.546674057649675,89455.2391685144
48.539301552106444,61.2022062084258,26.743314855875816,20.172982261640772,0.8755543237250558,44.928636363636336,0.4762527716186242,0.722150776053215,275.094445676275,33.28446784922397,89568.54719512191
77.23975609756096,92.65547671840372,36.1077605321508,20.288514412416838,1.1702993348115256,44.510809312638514,1.23131929046563,0.09513303769401386,276.04185144124165,43.4028492239468,89180.76035476719
91.7105210643016,103.47542128603098,39.85351441241683,18.867095343680706,1.2723392461197254,49.75883592017738,0.10880266075388051,0.7404988913525492,277.0088913525503,44.710443458980045,89159.89721729486
137.94215077605327,157.9489467849225,46.99485587583146,24.739855875831513,1.6583259423503358,45.23822616407977,-0.6873170731707293,2.077427937915744,277.35987804878056,58.42213968957862,89046.91423503327
118.89924611973386,139.19464523281584,35.49809312638581,20.869578713968966,1.5414301552106426,43.59975609756098,0.6911973392461198,0.041053215077605364,277.5645565410201,65.99468957871396,88929.2826053216
96.61239467849225,110.09525498891338,27.15620842572063,19.72912416851441,1.3420288248336971,45.5397006651885,-1.8749223946784916,-0.9783592017738354,276.33330376940137,50.76143015521063,89409.32202882483
122.10958980044353,140.20110864744998,39.484800443458944,28.321263858093193,1.8797893569844761,36.621740576496684,-2.5038802660753814,1.7428603104212865,274.3393458980047,61.225731707317124,89564.0913636363
104.96053215077616,112.48343680709526,30.23131929046562,22.27434589800445,1.6309866962305954,38.31929046563192,0.23813747228381404,1.5444567627494459,276.0502882483371,75.88311529933492,88710.5578381374
66.69904656319297,71.02700665188459,24.3779711751663,19.005421286031048,1.3625942350332538,40.15480044345897,-3.321097560975608,0.04235033259423505,274.94760532150775,62.95347006651891,89042.46692904663
62.949090909090906,69.03289356984482,25.508603104212863,17.95871396895787,1.1603104212860322,39.45625277161864,1.1933813747228381,-1.3067184035476713,275.3359866962307,59.45784922394679,89185.08833702884
78.39645232815971,86.83539911308209,28.00309312638576,19.593037694013326,1.2291796008869125,40.08541019955655,-2.4192017738359204,-1.5279490022172943,275.1970620842573,46.10421286031038,89178.27452328155
80.78589800443453,89.57640798226171,32.10645232815956,21.92439024390243,1.7001108647450063,41.45529933481155,-5.091873614190686,-1.767527716186254,268.6394124168516,62.763991130820465,89665.06185144137
54.19738359201778,58.46209534368061,25.60084257206209,16.30075388026605,1.0226718403547665,42.36947893569847,-0.05689578713968895,0.7019844789356983,267.68536585365825,66.87129711751665,89846.61407982261
77.5054767184036,83.0788359201774,25.213614190687355,13.367117516629712,0.9594235033259408,51.77760532150777,1.7990576496674062,1.5853104212860325,272.8615521064297,54.266662971175165,89287.58400221729
142.33486696230608,155.0315742793791,35.93470066518844,17.510609756097562,1.4069512195121998,53.639678492239376,-1.1453436807095352,1.1828713968957887,273.54454545454536,62.1937139689579,89034.50004434588
123.12195121951206,127.55078713968959,34.521274944567615,18.545354767184026,1.5704878048780537,40.63450110864746,-1.3713525498891328,-1.272738359201773,269.92079822616415,73.4749445676275,89529.22417960079
46.058847006651945,52.24373614190681,17.906053215077637,9.924079822616406,0.895643015521071,49.63998891352555,1.695565410199557,-1.1310088691796008,270.7547117516631,37.98800443458975,89721.30256097564
50.215975609756015,58.859678492239404,25.776818181818168,12.934113082039906,1.0253769401330386,51.044179600886835,0.14853658536585312,0.445432372505543,272.9246341463411,40.26809312638578,89161.86787139699
43.72447893569849,51.31088691795999,21.88907982261643,11.431197339246118,0.8930931263858133,50.97203991130819,-0.11898004434589858,-3.54770509977827,272.54006651884725,43.636319290465664,89306.56486696236
43.39042128603106,55.0456651884701,25.136707317073157,13.417195121951227,1.1750110864744958,50.1024611973392,-0.3753880266075385,3.238935698447893,273.7222727272728,42.34150776053211,89280.31658536587
121.31167405764964,135.04043237250542,35.029645232815945,18.200487804878037,1.8515299334811572,48.67018847006646,-0.5740354767184018,1.9309866962306002,276.3559090909089,56.56514412416846,88668.8036696232
72.43470066518853,82.65482261640791,25.50065410199558,14.233913525498886,0.9710643015521123,51.22353658536584,-2.1621507760532115,-3.7579711751663,274.538048780488,40.91082039911309,88818.67984478954
51.232583148558646,62.09590909090906,20.630565410199573,14.616662971175144,0.6895343680709612,48.22968957871404,-2.8210199556541045,-3.5682815964523273,269.62669623059855,65.11351441241699,89242.94294900232
48.997305986696254,56.30116407982259,22.10957871396895,13.637228381374738,0.5996230598669609,48.961884700665216,-0.9330598669623066,1.7093680709534365,269.9130598669625,62.97770509977836,89441.46638580938
45.68424611973389,52.789656319290536,20.54662971175165,12.675343680709522,0.5477383592017743,55.044190687361365,0.6059534368070952,-0.9512084257206207,272.62930155210614,53.781086474501045,89533.72907982273
53.88688470066528,65.00994456762743,22.965066518846992,16.440820399113086,0.6813747228381347,51.61882483370289,0.9636031042128598,-1.154955654101996,273.3815188470064,51.85017738359203,89727.40134146334
46.50345898004436,57.122161862527754,20.913558758314842,15.528237250554293,0.6857649667405726,53.76894678492246,-0.1401773835920178,0.478159645232815,275.72250554323745,42.10508869179601,89756.62125277166
96.37317073170738,114.15858093126386,33.61700665188469,24.335853658536596,1.1019512195121948,48.38537694013299,-2.00379157427938,2.0127272727272727,277.78692904656305,50.13815964523287,89532.06492239467
